Borough,Category,Year,# Total Cohort,# Grads,% Grads,# Dropout,% Dropout
Bronx,Asian,2019,903,859,95.1,10,1.1
Bronx,Asian,2018,932,879,94.3,20,2.1
Bronx,Asian,2017,993,925,93.2,16,1.6
Bronx,Asian,2016,974,906,93.0,21,2.2
Bronx,Asian,2015,999,923,92.4,25,2.5
Bronx,Asian,2014,968,866,89.5,29,3.0
Bronx,Asian,2013,883,801,90.7,23,2.6
Bronx,Asian,2012,981,876,89.3,31,3.2
Bronx,Asian,2019,903,848,93.9,11,1.2
Bronx,Asian,2018,932,871,93.5,20,2.1
Bronx,Asian,2017,993,914,92.0,16,1.6
Bronx,Asian,2016,974,898,92.2,22,2.3
Bronx,Asian,2015,999,910,91.1,25,2.5
Bronx,Asian,2014,968,849,87.7,29,3.0
Bronx,Asian,2013,883,788,89.2,23,2.6
Bronx,Asian,2012,981,859,87.6,31,3.2
Bronx,Asian,2018,931,889,95.5,23,2.5
Bronx,Asian,2017,991,934,94.2,32,3.2
Bronx,Asian,2016,972,919,94.5,33,3.4
Bronx,Asian,2015,999,948,94.9,33,3.3
Bronx,Asian,2014,963,884,91.8,53,5.5
Bronx,Asian,2013,880,810,92.0,36,4.1
Bronx,Asian,2012,974,892,91.6,40,4.1
Bronx,Asian,2018,931,888,95.4,23,2.5
Bronx,Asian,2017,991,932,94.0,32,3.2
Bronx,Asian,2016,972,916,94.2,33,3.4
Bronx,Asian,2015,999,947,94.8,34,3.4
Bronx,Asian,2014,963,881,91.5,53,5.5
Bronx,Asian,2013,880,808,91.8,36,4.1
Bronx,Asian,2012,974,890,91.4,40,4.1
Bronx,Asian,2017,991,934,94.2,32,3.2
Bronx,Asian,2016,971,923,95.1,35,3.6
Bronx,Asian,2015,1000,952,95.2,33,3.3
Bronx,Asian,2014,962,899,93.5,44,4.6
Bronx,Asian,2013,878,812,92.5,38,4.3
Bronx,Asian,2012,974,896,92.0,42,4.3
Bronx,Black,2019,3151,2391,75.9,254,8.1
Bronx,Black,2018,3263,2528,77.5,234,7.2
Bronx,Black,2017,3488,2623,75.2,287,8.2
Bronx,Black,2016,3481,2548,73.2,300,8.6
Bronx,Black,2015,3643,2503,68.7,448,12.3
Bronx,Black,2014,3745,2544,67.9,394,10.5
Bronx,Black,2013,3834,2532,66.0,389,10.1
Bronx,Black,2012,3963,2581,65.1,467,11.8
Bronx,Black,2019,3151,2306,73.2,258,8.2
Bronx,Black,2018,3263,2470,75.7,235,7.2
Bronx,Black,2017,3488,2526,72.4,287,8.2
Bronx,Black,2016,3481,2493,71.6,306,8.8
Bronx,Black,2015,3643,2361,64.8,450,12.4
Bronx,Black,2014,3745,2398,64.0,394,10.5
Bronx,Black,2013,3834,2401,62.6,389,10.1
Bronx,Black,2012,3963,2479,62.6,467,11.8
Bronx,Black,2018,3227,2618,81.1,305,9.5
Bronx,Black,2017,3458,2730,78.9,407,11.8
Bronx,Black,2016,3463,2712,78.3,420,12.1
Bronx,Black,2015,3611,2690,74.5,545,15.1
Bronx,Black,2014,3697,2731,73.9,617,16.7
Bronx,Black,2013,3803,2748,72.3,574,15.1
Bronx,Black,2012,3961,2787,70.4,652,16.5
Bronx,Black,2018,3227,2608,80.8,306,9.5
Bronx,Black,2017,3458,2721,78.7,411,11.9
Bronx,Black,2016,3463,2693,77.8,421,12.2
Bronx,Black,2015,3611,2668,73.9,553,15.3
Bronx,Black,2014,3697,2710,73.3,622,16.8
Bronx,Black,2013,3803,2719,71.5,574,15.1
Bronx,Black,2012,3961,2760,69.7,653,16.5
Bronx,Black,2017,3435,2764,80.5,421,12.3
Bronx,Black,2016,3453,2758,79.9,479,13.9
Bronx,Black,2015,3604,2752,76.4,561,15.6
Bronx,Black,2014,3688,2804,76.0,617,16.7
Bronx,Black,2013,3772,2813,74.6,643,17.0
Bronx,Black,2012,3956,2891,73.1,711,18.0
Bronx,Hispanic,2019,7369,5806,78.8,638,8.7
Bronx,Hispanic,2018,7409,5767,77.8,682,9.2
Bronx,Hispanic,2017,7812,5950,76.2,655,8.4
Bronx,Hispanic,2016,7995,5706,71.4,879,11.0
Bronx,Hispanic,2015,8327,5623,67.5,1194,14.3
Bronx,Hispanic,2014,8338,5304,63.6,1189,14.3
Bronx,Hispanic,2013,8143,5139,63.1,1112,13.7
Bronx,Hispanic,2012,8052,4911,61.0,1170,14.5
Bronx,Hispanic,2019,7369,5633,76.4,648,8.8
Bronx,Hispanic,2018,7409,5619,75.8,683,9.2
Bronx,Hispanic,2017,7812,5719,73.2,659,8.4
Bronx,Hispanic,2016,7995,5545,69.4,885,11.1
Bronx,Hispanic,2015,8327,5243,63.0,1208,14.5
Bronx,Hispanic,2014,8338,4955,59.4,1189,14.3
Bronx,Hispanic,2013,8143,4835,59.4,1112,13.7
Bronx,Hispanic,2012,8052,4648,57.7,1170,14.5
Bronx,Hispanic,2018,7348,5997,81.6,890,12.1
Bronx,Hispanic,2017,7762,6217,80.1,960,12.4
Bronx,Hispanic,2016,7939,6102,76.9,1148,14.5
Bronx,Hispanic,2015,8276,6101,73.7,1440,17.4
Bronx,Hispanic,2014,8254,5734,69.5,1778,21.5
Bronx,Hispanic,2013,8074,5543,68.7,1537,19.0
Bronx,Hispanic,2012,7989,5319,66.6,1573,19.7
Bronx,Hispanic,2018,7348,5975,81.3,897,12.2
Bronx,Hispanic,2017,7762,6197,79.8,969,12.5
Bronx,Hispanic,2016,7939,6073,76.5,1152,14.5
Bronx,Hispanic,2015,8276,6054,73.2,1461,17.7
Bronx,Hispanic,2014,8254,5665,68.6,1797,21.8
Bronx,Hispanic,2013,8074,5495,68.1,1538,19.0
Bronx,Hispanic,2012,7989,5259,65.8,1576,19.7
Bronx,Hispanic,2017,7729,6280,81.3,1001,13.0
Bronx,Hispanic,2016,7921,6202,78.3,1278,16.1
Bronx,Hispanic,2015,8266,6246,75.6,1470,17.8
Bronx,Hispanic,2014,8231,5900,71.7,1754,21.3
Bronx,Hispanic,2013,8034,5699,70.9,1699,21.1
Bronx,Hispanic,2012,7950,5490,69.1,1680,21.1
Bronx,Multi-Racial,2019,79,60,75.9,6,7.6
Bronx,Multi-Racial,2018,98,77,78.6,5,5.1
Bronx,Multi-Racial,2017,62,53,85.5,2,3.2
Bronx,Multi-Racial,2016,84,61,72.6,2,2.4
Bronx,Multi-Racial,2015,94,72,76.6,4,4.3
Bronx,Multi-Racial,2014,101,84,83.2,6,5.9
Bronx,Multi-Racial,2013,71,61,85.9,5,7.0
Bronx,Multi-Racial,2012,133,118,88.7,9,6.8
Bronx,Multi-Racial,2019,79,60,75.9,6,7.6
Bronx,Multi-Racial,2018,98,76,77.6,6,6.1
Bronx,Multi-Racial,2017,62,53,85.5,2,3.2
Bronx,Multi-Racial,2016,84,61,72.6,2,2.4
Bronx,Multi-Racial,2015,94,69,73.4,4,4.3
Bronx,Multi-Racial,2014,101,79,78.2,6,5.9
Bronx,Multi-Racial,2013,71,60,84.5,5,7.0
Bronx,Multi-Racial,2012,133,112,84.2,9,6.8
Bronx,Multi-Racial,2018,95,81,85.3,6,6.3
Bronx,Multi-Racial,2017,60,52,86.7,4,6.7
Bronx,Multi-Racial,2016,80,68,85.0,5,6.3
Bronx,Multi-Racial,2015,95,76,80.0,4,4.2
Bronx,Multi-Racial,2014,100,84,84.0,10,10.0
Bronx,Multi-Racial,2013,70,62,88.6,6,8.6
Bronx,Multi-Racial,2012,144,122,84.7,9,6.3
Bronx,Multi-Racial,2018,95,81,85.3,6,6.3
Bronx,Multi-Racial,2017,60,52,86.7,4,6.7
Bronx,Multi-Racial,2016,80,68,85.0,5,6.3
Bronx,Multi-Racial,2015,95,75,78.9,4,4.2
Bronx,Multi-Racial,2014,100,84,84.0,10,10.0
Bronx,Multi-Racial,2013,70,62,88.6,6,8.6
Bronx,Multi-Racial,2012,144,122,84.7,9,6.3
Bronx,Multi-Racial,2017,61,52,85.2,5,8.2
Bronx,Multi-Racial,2016,77,66,85.7,6,7.8
Bronx,Multi-Racial,2015,95,76,80.0,5,5.3
Bronx,Multi-Racial,2014,101,85,84.2,10,9.9
Bronx,Multi-Racial,2013,69,62,89.9,6,8.7
Bronx,Multi-Racial,2012,144,122,84.7,10,6.9
Bronx,Native American,2019,140,107,76.4,13,9.3
Bronx,Native American,2018,163,125,76.7,12,7.4
Bronx,Native American,2017,140,104,74.3,12,8.6
Bronx,Native American,2016,149,94,63.1,23,15.4
Bronx,Native American,2015,167,94,56.3,36,21.6
Bronx,Native American,2014,125,69,55.2,21,16.8
Bronx,Native American,2013,154,78,50.6,28,18.2
Bronx,Native American,2012,109,50,45.9,18,16.5
Bronx,Native American,2019,140,105,75.0,13,9.3
Bronx,Native American,2018,163,124,76.1,12,7.4
Bronx,Native American,2017,140,103,73.6,12,8.6
Bronx,Native American,2016,149,90,60.4,23,15.4
Bronx,Native American,2015,167,92,55.1,36,21.6
Bronx,Native American,2014,125,67,53.6,21,16.8
Bronx,Native American,2013,154,72,46.8,28,18.2
Bronx,Native American,2012,109,43,39.4,18,16.5
Bronx,Native American,2018,164,133,81.1,18,11.0
Bronx,Native American,2017,138,111,80.4,15,10.9
Bronx,Native American,2016,150,104,69.3,29,19.3
Bronx,Native American,2015,168,109,64.9,37,22.0
Bronx,Native American,2014,135,77,57.0,39,28.9
Bronx,Native American,2013,157,91,58.0,42,26.8
Bronx,Native American,2012,120,63,52.5,23,19.2
Bronx,Native American,2018,164,131,79.9,18,11.0
