Borough,Year,Category,Number Tested,Mean Scale Score
STATEN ISLAND,2023,Native American,16,454
STATEN ISLAND,2023,White,1601,462
STATEN ISLAND,2023,Asian,683,473
STATEN ISLAND,2023,Black,414,431
STATEN ISLAND,2023,Hispanic,973,440
STATEN ISLAND,2023,Multi-Racial,86,447
STATEN ISLAND,2023,Native American,16,442
STATEN ISLAND,2023,White,1558,460
STATEN ISLAND,2023,Asian,609,477
STATEN ISLAND,2023,Black,390,440
STATEN ISLAND,2023,Hispanic,1035,448
STATEN ISLAND,2023,Multi-Racial,61,455
STATEN ISLAND,2023,Native American,21,456
STATEN ISLAND,2023,White,1511,466
STATEN ISLAND,2023,Asian,341,467
STATEN ISLAND,2023,Black,247,437
STATEN ISLAND,2023,Hispanic,787,442
STATEN ISLAND,2023,Multi-Racial,33,446
STATEN ISLAND,2023,Native American,11,447
STATEN ISLAND,2023,White,1044,461
STATEN ISLAND,2023,Asian,3775,472
STATEN ISLAND,2023,Black,2250,437
STATEN ISLAND,2023,Hispanic,6265,444
STATEN ISLAND,2023,Multi-Racial,442,454
STATEN ISLAND,2023,Native American,110,448
STATEN ISLAND,2023,White,8731,463
STATEN ISLAND,2022,Asian,602,609
STATEN ISLAND,2022,Black,411,586
STATEN ISLAND,2022,Hispanic,1140,591
STATEN ISLAND,2022,Multi-Racial,85,600
STATEN ISLAND,2022,Native American,23,589
STATEN ISLAND,2022,White,1580,604
STATEN ISLAND,2022,Asian,674,611
STATEN ISLAND,2022,Black,441,583
STATEN ISLAND,2022,Hispanic,1245,588
STATEN ISLAND,2022,Multi-Racial,98,599
STATEN ISLAND,2022,Native American,14,591
STATEN ISLAND,2022,White,1625,604
STATEN ISLAND,2022,Asian,656,612
STATEN ISLAND,2022,Black,518,583
STATEN ISLAND,2022,Hispanic,1177,590
STATEN ISLAND,2022,Multi-Racial,85,596
STATEN ISLAND,2022,Native American,19,591
STATEN ISLAND,2022,White,1680,605
STATEN ISLAND,2022,Asian,555,609
STATEN ISLAND,2022,Black,416,584
STATEN ISLAND,2022,Hispanic,1061,590
STATEN ISLAND,2022,Multi-Racial,62,595
STATEN ISLAND,2022,Native American,18,598
STATEN ISLAND,2022,White,1496,603
STATEN ISLAND,2022,Asian,579,614
STATEN ISLAND,2022,Black,424,588
STATEN ISLAND,2022,Hispanic,1097,592
STATEN ISLAND,2022,Multi-Racial,66,598
STATEN ISLAND,2022,Native American,12,593
STATEN ISLAND,2022,White,1592,607
STATEN ISLAND,2022,Asian,298,609
STATEN ISLAND,2022,Black,275,586
STATEN ISLAND,2022,Hispanic,785,591
STATEN ISLAND,2022,Multi-Racial,27,593
STATEN ISLAND,2022,Native American,7,591
STATEN ISLAND,2022,White,756,603
STATEN ISLAND,2022,Asian,3364,611
STATEN ISLAND,2022,Black,2485,585
STATEN ISLAND,2022,Hispanic,6505,590
STATEN ISLAND,2022,Multi-Racial,423,597
STATEN ISLAND,2022,Native American,93,592
STATEN ISLAND,2022,White,8729,604
STATEN ISLAND,2019,Asian,497,610
STATEN ISLAND,2019,Black,543,590
STATEN ISLAND,2019,Hispanic,1347,596
STATEN ISLAND,2019,Multi-Racial,77,600
STATEN ISLAND,2019,Native American,26,602
STATEN ISLAND,2019,White,1944,606
STATEN ISLAND,2019,Asian,509,614
STATEN ISLAND,2019,Black,527,593
STATEN ISLAND,2019,Hispanic,1389,595
STATEN ISLAND,2019,Multi-Racial,91,602
STATEN ISLAND,2019,Native American,20,597
STATEN ISLAND,2019,White,1900,608
STATEN ISLAND,2019,Asian,489,613
STATEN ISLAND,2019,Black,538,591
STATEN ISLAND,2019,Hispanic,1410,596
STATEN ISLAND,2019,Multi-Racial,82,603
STATEN ISLAND,2019,Native American,21,596
STATEN ISLAND,2019,White,1951,607
STATEN ISLAND,2019,Asian,469,613
STATEN ISLAND,2019,Black,548,587
STATEN ISLAND,2019,Hispanic,1175,593
STATEN ISLAND,2019,Multi-Racial,64,601
STATEN ISLAND,2019,Native American,20,600
STATEN ISLAND,2019,White,1976,607
STATEN ISLAND,2019,Asian,458,615
STATEN ISLAND,2019,Black,466,588
STATEN ISLAND,2019,Hispanic,1184,593
STATEN ISLAND,2019,Multi-Racial,41,605
STATEN ISLAND,2019,Native American,9,604
STATEN ISLAND,2019,White,2057,607
STATEN ISLAND,2019,Asian,329,617
STATEN ISLAND,2019,Black,377,591
STATEN ISLAND,2019,Hispanic,885,597
STATEN ISLAND,2019,Multi-Racial,34,607
STATEN ISLAND,2019,Native American,8,604
STATEN ISLAND,2019,White,1630,608
STATEN ISLAND,2019,Asian,2751,613
STATEN ISLAND,2019,Black,2999,590
STATEN ISLAND,2019,Hispanic,7390,595
STATEN ISLAND,2019,Multi-Racial,389,602
STATEN ISLAND,2019,Native American,104,600
STATEN ISLAND,2019,White,11458,607
STATEN ISLAND,2018,Asian,457,613
STATEN ISLAND,2018,Black,552,592
STATEN ISLAND,2018,Hispanic,1384,595
STATEN ISLAND,2018,Multi-Racial,96,599
STATEN ISLAND,2018,Native American,20,598
STATEN ISLAND,2018,White,1940,606
STATEN ISLAND,2018,Asian,439,612
STATEN ISLAND,2018,Black,574,589
STATEN ISLAND,2018,Hispanic,1470,594
STATEN ISLAND,2018,Multi-Racial,78,600
STATEN ISLAND,2018,Native American,23,592
STATEN ISLAND,2018,White,1962,607
STATEN ISLAND,2018,Asian,450,612
STATEN ISLAND,2018,Black,603,589
STATEN ISLAND,2018,Hispanic,1311,593
STATEN ISLAND,2018,Multi-Racial,74,602
STATEN ISLAND,2018,Native American,21,595
STATEN ISLAND,2018,White,2082,606
STATEN ISLAND,2018,Asian,409,612
STATEN ISLAND,2018,Black,460,587
STATEN ISLAND,2018,Hispanic,1169,593
STATEN ISLAND,2018,Multi-Racial,56,606
STATEN ISLAND,2018,Native American,12,592
STATEN ISLAND,2018,White,2093,605
STATEN ISLAND,2018,Asian,379,613
STATEN ISLAND,2018,Black,490,587
STATEN ISLAND,2018,Hispanic,1091,594
STATEN ISLAND,2018,Multi-Racial,45,605
STATEN ISLAND,2018,Native American,13,594
STATEN ISLAND,2018,White,2032,606
STATEN ISLAND,2018,Asian,343,617
STATEN ISLAND,2018,Black,456,592
STATEN ISLAND,2018,Hispanic,890,596
STATEN ISLAND,2018,Multi-Racial,24,600
STATEN ISLAND,2018,Native American,23,607
STATEN ISLAND,2018,White,1724,607
STATEN ISLAND,2018,Asian,2477,613
STATEN ISLAND,2018,Black,3135,589
STATEN ISLAND,2018,Hispanic,7315,594
STATEN ISLAND,2018,Multi-Racial,373,602
STATEN ISLAND,2018,Native American,112,597
STATEN ISLAND,2018,White,11833,606
