Borough,Year,Category,Number Tested,Mean Scale Score
STATEN ISLAND,2018,Multi-Racial,79,608
STATEN ISLAND,2018,Native American,24,594
STATEN ISLAND,2018,White,1955,611
STATEN ISLAND,2018,Asian,443,611
STATEN ISLAND,2018,Black,604,594
STATEN ISLAND,2018,Hispanic,1313,598
STATEN ISLAND,2018,Multi-Racial,75,607
STATEN ISLAND,2018,Native American,21,599
STATEN ISLAND,2018,White,2082,608
STATEN ISLAND,2018,Asian,403,613
STATEN ISLAND,2018,Black,466,593
STATEN ISLAND,2018,Hispanic,1159,599
STATEN ISLAND,2018,Multi-Racial,56,610
STATEN ISLAND,2018,Native American,12,604
STATEN ISLAND,2018,White,2108,609
STATEN ISLAND,2018,Asian,375,614
STATEN ISLAND,2018,Black,500,594
STATEN ISLAND,2018,Hispanic,1092,599
STATEN ISLAND,2018,Multi-Racial,48,607
STATEN ISLAND,2018,Native American,13,598
STATEN ISLAND,2018,White,2054,609
STATEN ISLAND,2018,Asian,376,615
STATEN ISLAND,2018,Black,502,595
STATEN ISLAND,2018,Hispanic,974,599
STATEN ISLAND,2018,Multi-Racial,26,602
STATEN ISLAND,2018,Native American,24,605
STATEN ISLAND,2018,White,2019,608
STATEN ISLAND,2018,Asian,2476,612
STATEN ISLAND,2018,Black,3187,594
STATEN ISLAND,2018,Hispanic,7373,598
STATEN ISLAND,2018,Multi-Racial,380,606
STATEN ISLAND,2018,Native American,114,600
STATEN ISLAND,2018,White,12142,609
